id,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,new_balance,highest_balance,label,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,update_year,update_month,update_day,report_year,report_month,report_day
59001607,0,0,0,0,4,5,85789.7012195122,0.0,300500.0,1,4,1187.0,3,100000.0,2,8,5,102,3,60017,547.7225575,2015,1,31,2015,4,18
54988209,0,0,0,0,15,13,85789.7012195122,22891.2,41200.0,0,7,1306.0,3,93000.0,1,11,3,104,3,60032,200.0,2015,1,31,2016,3,23
58985909,0,0,0,0,1,10,16500.0,0.0,219202.72592781534,0,5,1256.0,3,128000.0,2,15,5,114,4,510065,167.33200530000002,2015,1,30,2013,6,17
58991395,1,0,0,17,9,10,85789.7012195122,22581.6,60428.0,0,7,1300.0,1,87000.0,2,11,5,85,5,151300,1.0,2015,1,30,2015,10,28
58984801,0,0,0,0,8,10,85789.7012195122,6166.8,35500.0,0,5,1265.0,1,90000.0,2,15,-1,110,5,450018,187.08286930000003,2015,1,30,2015,8,23
54985687,0,0,0,0,10,10,85789.7012195122,17835.6,15363.0,1,7,1188.0,3,90000.0,2,11,5,98,5,60017,1.0,2015,1,29,2015,8,11
54988125,0,0,0,0,15,10,163900.0,30520.8,41674.0,0,7,1306.0,1,136000.0,2,11,-1,105,4,60061,1.0,2015,1,28,2016,4,23
59004290,0,0,0,0,14,10,125400.0,121910.4,107265.0,0,4,1258.0,3,113000.0,2,8,5,100,5,60014,1.0,2015,1,28,2016,3,16
58995727,0,0,0,0,15,10,41250.0,28812.0,25168.0,0,7,1214.0,3,58000.0,2,11,5,112,4,71006,1.0,2015,1,28,2016,2,4
59004290,0,0,0,0,1,10,85789.7012195122,0.0,6116.0,0,4,1258.0,3,113000.0,2,8,5,100,5,60014,1.0,2015,1,28,2013,6,17
54988000,0,0,0,0,15,10,85789.7012195122,2490.0,120329.0,0,7,1286.1657435613404,2,180000.0,2,11,5,114,3,72001,167.33200530000002,2015,1,28,2016,3,26
58987349,0,0,0,0,14,5,85789.7012195122,200614.8,242500.0,0,5,1248.0,3,106000.0,2,15,5,85,3,151300,1.0,2015,1,28,2016,2,20
54986325,0,0,0,0,8,15,85789.7012195122,0.0,300500.0,0,7,1247.0,3,110000.0,2,11,5,91,4,60007,1.0,2015,1,28,2015,10,5
58997112,1,0,0,11,15,10,86900.0,46146.0,38955.0,0,7,1202.0,3,63000.0,2,11,-1,112,4,60057,1.0,2015,1,27,2016,4,26
59000502,0,0,0,0,14,10,51700.0,-1.2,8442.0,0,4,1324.0,1,127000.0,2,8,5,109,4,60077,223.6067977,2015,1,27,2016,1,29
58989270,0,0,0,0,9,10,85789.7012195122,0.0,219202.72592781534,0,7,1362.0,1,150000.0,2,11,-1,90,5,350020,316.22776600000003,2015,1,27,2013,6,17
54987215,0,0,0,0,7,7,85789.7012195122,0.0,136493.0,0,7,1296.0,3,136000.0,2,11,5,115,4,71002,220.2271555,2015,1,27,2015,7,24
54985410,0,0,0,0,1,6,85789.7012195122,0.0,30500.0,0,7,1304.0,3,290000.0,2,11,5,111,4,60000,310.3836336,2015,1,27,2015,8,24
58985198,0,0,0,0,10,5,85789.7012195122,718176.0,700500.0,0,5,1307.0,3,166000.0,2,15,5,88,5,60065,235.0829641,2015,1,27,2015,10,25
54988209,0,0,0,0,10,6,85789.7012195122,0.0,22500.0,0,7,1306.0,3,93000.0,1,11,3,104,3,60032,200.0,2015,1,27,2015,8,24
58987886,0,0,0,0,12,0,85789.7012195122,67648.8,100500.0,0,5,1270.0,1,175000.0,2,15,5,110,5,350057,173.20508080000002,2015,1,27,2015,12,18
54987763,0,0,0,0,15,10,84700.0,6171.6,10850.0,0,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877,2015,1,26,2016,2,16
59003950,0,0,0,0,16,10,68200.0,7033.2,38590.0,0,4,1264.0,1,102000.0,2,8,9,103,3,60024,200.0,2015,1,26,2016,4,15
59005275,0,0,0,0,14,6,85789.7012195122,5094.0,64175.0,0,4,1298.0,1,165000.0,2,8,9,90,3,72000,234.4504212,2015,1,26,2016,3,23
54984577,0,0,0,0,16,10,117700.0,123812.4,112104.0,0,5,1312.0,1,91000.0,1,15,7,113,4,151306,1.0,2015,1,25,2016,4,18
58992482,0,0,0,0,3,10,73700.0,0.0,1000.0,0,7,1286.1657435613404,2,51000.0,2,11,5,110,4,550013,182.7977024,2015,1,25,2013,6,17
58997157,0,0,0,0,17,10,23100.0,0.0,1623.0,1,7,1286.1657435613404,2,91000.0,2,11,-1,105,3,60074,1.0,2015,1,25,2015,3,20
59003959,1,0,0,1,14,10,55000.0,-50.4,32522.0,0,4,1286.1657435613404,2,57000.0,2,8,5,107,5,151300,194.9358869,2015,1,24,2015,4,10
58998275,0,0,0,0,10,6,85789.7012195122,0.0,74490.0,1,4,1240.0,3,30000.0,2,8,5,100,5,350017,223.6067977,2015,1,24,2015,9,21
58988942,0,0,0,0,10,10,85789.7012195122,20168.4,219202.72592781534,0,7,1325.0,1,80000.0,2,12,-1,82,3,60026,1.0,2015,1,24,2015,3,11
54985691,0,0,0,0,11,10,85800.0,88140.0,81574.0,1,7,1241.0,3,71000.0,2,11,-1,80,5,450071,187.08286930000003,2015,1,23,2015,12,14
58985870,0,0,0,0,12,10,23100.0,25315.2,26423.0,0,5,1258.0,3,95000.0,2,15,5,93,5,60036,1.0,2015,1,23,2015,12,18
59003959,0,0,0,0,13,10,85789.7012195122,-1.2,219202.72592781534,0,4,1286.1657435613404,2,57000.0,2,8,5,107,5,151300,194.9358869,2015,1,23,2015,10,3
54985180,0,0,0,0,9,13,85789.7012195122,40554.0,47951.0,0,7,1216.0,3,63000.0,1,11,5,100,5,71000,212.1320344,2015,1,23,2015,9,22
58998275,0,0,0,0,12,6,85789.7012195122,0.0,76500.0,1,4,1240.0,3,30000.0,2,8,5,100,5,350017,223.6067977,2015,1,23,2015,12,13
58996294,0,0,0,0,15,10,85789.7012195122,301.2,24885.0,0,7,1240.0,1,110000.0,2,11,5,80,3,60064,1.0,2015,1,23,2016,2,24
54992564,0,0,0,0,13,10,85789.7012195122,29559.6,25133.0,0,7,1350.0,3,130000.0,1,11,5,97,5,60016,173.20508080000002,2015,1,22,2016,2,27
54986045,0,0,0,0,12,10,85789.7012195122,-669.6,46488.0,0,7,1284.0,3,132000.0,2,11,5,104,5,60015,1.0,2015,1,21,2015,9,12
59001833,0,0,0,0,15,10,57200.0,31646.4,48829.0,0,4,1250.0,3,95000.0,2,8,9,111,4,60047,1.0,2015,1,20,2016,6,3
54992154,0,0,0,0,17,10,33000.0,36876.0,32433.0,0,4,1342.0,1,91000.0,1,8,5,100,4,151300,173.6605885,2015,1,20,2016,5,16
59005543,0,0,0,0,15,5,85789.7012195122,366463.2,390500.0,1,4,1302.0,1,239000.0,1,8,5,100,3,60043,380.7886553,2015,1,20,2016,4,16
54985358,0,0,0,0,9,5,85789.7012195122,307150.8,300500.0,1,7,1286.1657435613404,2,97000.0,2,11,5,76,5,72000,179.0809873,2015,1,20,2015,1,10
58998925,0,0,0,0,12,10,85789.7012195122,5344.8,32870.0,0,4,1312.0,3,150000.0,2,8,9,83,5,60052,1.0,2015,1,20,2016,2,1
54986688,0,0,0,0,14,10,152900.0,31447.2,87408.0,0,7,1319.0,3,177000.0,2,11,5,112,3,60042,1.0,2015,1,19,2016,1,27
54989513,0,0,0,0,10,10,85789.7012195122,11422.8,11348.0,0,4,1304.0,1,257000.0,2,8,5,75,5,72000,212.1320344,2015,1,19,2015,11,22
58994284,0,0,0,0,15,10,85789.7012195122,83090.4,93554.0,0,7,1214.0,3,81000.0,2,11,9,114,4,450012,204.9390153,2015,1,19,2016,3,22
54989291,0,0,0,0,11,10,85789.7012195122,636.0,9199.0,0,4,1322.0,3,146000.0,2,8,9,100,5,72000,1.0,2015,1,19,2015,11,23
58997994,0,0,0,0,12,10,68200.0,47242.8,42320.0,0,4,1349.0,3,139000.0,2,8,5,109,5,151304,212.1320344,2015,1,18,2015,4,12
59003111,0,0,0,0,7,6,85789.7012195122,0.0,36950.0,1,4,1223.0,3,73000.0,2,8,9,105,3,151300,1.0,2015,1,18,2015,6,27
58988196,0,0,0,0,16,10,85789.7012195122,0.0,30326.0,0,5,1289.0,1,173000.0,2,15,5,112,3,350702,200.0,2015,1,17,2016,2,29
59000510,0,0,0,0,13,10,85789.7012195122,-589.2,219202.72592781534,0,4,1338.0,1,107000.0,2,8,9,82,5,151300,1.0,2015,1,17,2015,3,30
54984913,0,0,0,0,16,10,59400.0,55957.2,54668.0,0,5,1229.0,3,50000.0,2,15,9,110,5,450071,200.0,2015,1,16,2016,3,6
58988822,0,0,0,0,10,10,36300.0,19333.2,28078.0,0,7,1252.0,3,240000.0,2,11,5,85,3,151300,194.9358869,2015,1,16,2015,11,10
58992002,0,0,0,0,1,6,85789.7012195122,0.0,21180.0,0,7,1366.0,1,96000.0,2,11,-1,78,3,60025,178.8854382,2015,1,16,2015,10,22
59003191,0,0,0,0,15,10,85789.7012195122,3178.8,28398.0,0,4,1278.0,3,97000.0,2,8,5,100,3,72015,223.6067977,2015,1,16,2016,3,15
58989891,0,0,0,0,10,6,85789.7012195122,0.0,19900.0,0,7,1286.1657435613404,2,63000.0,2,11,5,84,5,60019,158.11388300000002,2015,1,16,2015,9,21
54985320,0,0,0,0,12,5,85789.7012195122,84148.8,148500.0,0,7,1367.0,1,80000.0,2,12,-1,112,5,60000,245.58501580000004,2015,1,16,2015,11,22
58992002,0,0,0,0,1,6,85789.7012195122,0.0,35800.0,0,7,1366.0,1,96000.0,2,11,-1,78,3,60025,178.8854382,2015,1,16,2015,9,21
54982721,0,0,0,0,8,6,85789.7012195122,7816.8,16500.0,1,5,1286.1657435613404,2,90000.0,2,15,5,92,5,72014,1.0,2015,1,16,2015,8,20
58985356,0,0,0,0,12,5,85789.7012195122,112641.6,150500.0,0,5,1252.0,3,124000.0,2,15,9,112,4,60091,200.0,2015,1,16,2015,11,22
59004680,0,0,0,0,1,6,85789.7012195122,0.0,22500.0,0,4,1370.0,1,273000.0,2,8,9,110,5,60015,1.0,2015,1,16,2015,9,21
58990308,0,0,0,0,10,1,85789.7012195122,301591.2,278000.0,0,7,1307.0,3,195000.0,2,11,9,95,5,72003,200.0,2015,1,16,2015,9,17
58983605,0,0,0,0,9,6,85789.7012195122,0.0,24500.0,0,5,1350.0,1,237000.0,2,15,8,86,3,60085,223.6067977,2015,1,16,2015,9,21
58984516,0,0,0,0,9,5,85789.7012195122,544650.0,500500.0,0,5,1372.0,3,82000.0,2,15,5,115,5,151300,1.0,2015,1,16,2015,10,25
54986538,0,0,0,0,11,6,85789.7012195122,0.0,27900.0,1,7,1223.0,3,55000.0,2,11,5,89,5,60069,1.0,2015,1,16,2015,11,29
54991492,0,0,0,0,15,24,85789.7012195122,182522.4,210500.0,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002,2015,1,16,2016,2,20
54992094,0,0,0,0,16,5,85789.7012195122,17307.6,20500.0,0,4,1296.0,1,127000.0,2,8,5,107,3,60019,1.0,2015,1,16,2016,4,22
58995594,0,0,0,0,11,6,85789.7012195122,0.0,36800.0,0,7,1254.0,3,97000.0,2,11,5,83,3,60017,282.8427125,2015,1,16,2015,9,18
54987871,0,0,0,0,11,6,85789.7012195122,0.0,25500.0,0,7,1226.0,3,64000.0,2,11,5,103,3,72000,1.0,2015,1,16,2015,9,21
54986538,0,0,0,0,10,6,85789.7012195122,0.0,27900.0,1,7,1223.0,3,55000.0,2,11,5,89,5,60069,1.0,2015,1,16,2015,9,21
54985241,0,0,0,0,9,10,16500.0,-368.4,11783.0,0,7,1276.0,3,90000.0,2,11,5,110,4,450015,212.1320344,2015,1,15,2015,8,14
54986167,0,0,0,0,10,1,85789.7012195122,565808.4,535500.0,0,7,1256.0,3,130000.0,1,11,9,105,5,60058,187.08286930000003,2015,1,15,2015,10,18
58997757,0,0,0,0,12,6,85789.7012195122,0.0,24500.0,0,4,1286.1657435613404,2,71000.0,2,8,9,90,5,72015,167.4962686,2015,1,14,2015,10,22
58991594,0,0,0,0,13,1,85789.7012195122,539806.8,528500.0,1,7,1366.0,3,152000.0,1,11,5,84,5,60006,173.20508080000002,2015,1,14,2015,12,23
58994299,0,0,0,0,1,6,85789.7012195122,0.0,30490.0,0,7,1340.0,1,99000.0,2,11,-1,85,5,350069,181.10770280000003,2015,1,14,2015,9,21
59002619,0,0,0,0,15,10,122100.0,2708.4,46366.0,0,4,1223.0,3,100000.0,2,8,9,114,4,60000,1.0,2015,1,13,2016,3,1
58986188,0,0,0,0,14,10,82500.0,1825.2,75961.0,0,5,1314.0,1,119000.0,2,15,-1,75,5,450063,194.9358869,2015,1,13,2016,1,16
58994035,0,0,0,0,15,10,85789.7012195122,7546.8,33300.0,0,7,1302.0,1,110000.0,2,11,5,108,4,151002,1.0,2015,1,13,2016,2,26
54985358,0,0,0,0,12,5,85789.7012195122,408103.2,400500.0,1,7,1286.1657435613404,2,97000.0,2,11,5,76,5,72000,179.0809873,2015,1,13,2015,11,22
58994121,0,0,0,0,4,5,85789.7012195122,112315.2,100500.0,1,7,1241.0,3,65000.0,2,11,9,110,3,151011,1.0,2015,1,12,2016,2,26
58991759,0,0,0,0,3,6,85789.7012195122,53332.8,50500.0,0,7,1252.0,3,103000.0,2,11,9,108,4,60095,234.520788,2015,1,12,2016,1,18
58992510,0,0,0,0,3,10,85789.7012195122,36463.2,60104.0,0,7,1271.0,3,85000.0,1,11,9,100,4,60052,158.11388300000002,2015,1,12,2016,2,16
59003949,0,0,0,0,1,5,85789.7012195122,205106.4,200500.0,0,4,1253.0,1,468000.0,2,8,5,81,5,60016,204.9390153,2015,1,12,2016,3,22
59003935,0,0,0,0,6,10,96800.0,13605.6,17414.0,0,4,1308.0,1,125000.0,1,8,5,104,3,72000,181.6590212,2015,1,11,2016,3,29
58992344,0,0,0,0,1,10,27500.0,0.0,219202.72592781534,0,7,1296.0,3,80000.0,2,11,5,112,3,60069,1.0,2015,1,11,2013,6,17
59002619,0,0,0,0,4,10,85789.7012195122,4614.0,4824.0,0,4,1223.0,3,100000.0,2,8,9,114,4,60000,1.0,2015,1,11,2016,8,2
59000887,0,0,0,0,4,10,85789.7012195122,-982.8,19680.0,0,4,1228.0,3,50000.0,2,8,5,100,3,60027,173.20508080000002,2015,1,11,2016,1,2
59002318,0,0,0,0,4,10,85789.7012195122,24858.0,21215.0,0,4,1224.0,3,59000.0,2,8,5,80,3,60044,200.0,2015,1,11,2016,12,2
59000887,0,0,0,0,4,6,85789.7012195122,9120.0,19500.0,0,4,1228.0,3,50000.0,2,8,5,100,3,60027,173.20508080000002,2015,1,11,2016,1,21
58989779,0,0,0,0,2,6,85789.7012195122,42600.0,36000.0,0,7,1350.0,3,176000.0,2,11,9,102,3,151004,1.0,2015,1,11,2013,6,17
58989327,0,0,0,0,3,10,124300.0,47640.0,66135.0,0,7,1223.0,3,81000.0,2,11,5,114,4,151300,194.9358869,2015,1,10,2015,11,28
54988080,0,0,0,0,6,10,85789.7012195122,41330.4,34942.0,0,7,1253.0,3,72000.0,2,11,9,112,3,330008,165.9759019,2015,1,10,2016,3,27
58986657,0,0,0,0,6,10,85789.7012195122,0.0,20118.0,0,5,1322.0,3,71000.0,2,15,5,114,4,510034,216.374675,2015,1,9,2016,11,2
58992285,0,0,0,0,7,10,85789.7012195122,58284.0,49070.0,1,7,1286.1657435613404,2,56000.0,2,11,-1,93,3,72001,212.1320344,2015,1,9,2016,3,14
58995381,0,0,0,0,8,6,85789.7012195122,10760.4,27401.0,0,7,1220.0,3,76000.0,2,11,2,90,5,71002,1.0,2015,1,9,2016,3,20
58999945,0,0,0,0,4,5,85789.7012195122,171355.2,150500.0,0,4,1194.0,3,63000.0,2,8,9,105,4,72001,223.6067977,2015,1,9,2015,11,24
54986113,0,0,0,0,6,6,85789.7012195122,5862.0,22500.0,0,7,1343.0,1,157000.0,2,11,-1,103,5,72000,1.0,2015,1,9,2016,1,18
58988697,0,0,0,0,4,10,61600.0,46482.0,39235.0,1,7,1286.1657435613404,2,50000.0,2,11,5,112,5,72000,181.5543996,2015,1,8,2015,10,19
54985606,0,0,0,0,4,2,85789.7012195122,3028898.4,4500500.0,0,7,1320.0,1,140000.0,2,11,-1,108,4,550039,189.7366596,2015,1,8,2013,6,17
58999709,0,0,0,0,6,6,85789.7012195122,20578.8,34803.0,0,4,1314.0,3,176000.0,2,8,9,114,4,72049,241.8470591,2015,1,8,2015,12,27
58990236,0,0,0,0,5,10,85789.7012195122,3978.0,4377.0,0,7,1336.0,3,546000.0,2,11,3,80,5,330008,1.0,2015,1,8,2015,11,19
58995842,0,0,0,0,7,6,85789.7012195122,32724.0,70500.0,1,7,1302.0,1,92000.0,2,11,-1,105,4,60075,212.1320344,2015,1,8,2015,4,9
58984336,0,0,0,0,4,10,85789.7012195122,2857.2,3443.0,0,5,1246.0,3,100000.0,2,15,2,90,5,60028,204.9390153,2015,1,8,2015,10,26
59001863,0,0,0,0,4,5,85789.7012195122,157639.2,141500.0,0,4,1223.0,3,77000.0,2,8,9,111,5,72000,1.0,2015,1,8,2015,10,26
54988214,0,0,0,0,11,10,110000.0,17674.8,15229.0,0,7,1256.0,1,126000.0,2,11,9,102,3,350705,158.11388300000002,2015,1,7,2016,5,27
54989050,0,0,0,0,8,10,77000.0,24421.2,37897.0,0,4,1163.0,3,42000.0,2,8,10,113,4,151300,1.0,2015,1,6,2015,8,12
58993990,0,0,0,0,11,10,42900.0,44264.4,39976.0,1,7,1264.0,3,53000.0,2,11,5,111,5,60095,1.0,2015,1,6,2016,3,28
58990417,0,0,0,0,5,5,85789.7012195122,285925.2,250500.0,0,7,1283.0,3,146000.0,2,11,5,110,4,151300,241.5491668,2015,1,6,2015,9,21
58999985,0,0,0,0,6,10,85789.7012195122,0.0,1494.0,0,7,1282.0,3,98000.0,2,11,9,114,4,60019,1.0,2015,1,6,2015,11,11
58999712,0,0,0,0,8,19,85789.7012195122,186064.8,184879.0,1,4,1286.1657435613404,2,63000.0,2,8,5,111,5,60000,160.77002209999998,2015,1,6,2015,12,25
58985063,0,0,0,0,6,5,85789.7012195122,192147.6,174500.0,0,5,1216.0,3,94000.0,2,15,-1,86,5,550088,223.6067977,2015,1,6,2015,10,23
54992408,0,0,0,0,12,5,85789.7012195122,151263.6,301500.0,0,4,1314.0,1,53000.0,2,8,5,103,5,151300,187.5393292,2015,1,6,2016,4,18
58993039,0,0,0,0,9,5,85789.7012195122,245457.6,250500.0,0,7,1286.0,1,86000.0,2,11,-1,95,5,72000,1.0,2015,1,6,2016,1,20
59004230,0,0,0,0,4,5,85789.7012195122,0.0,100500.0,0,4,1277.0,3,100000.0,2,8,5,100,5,60000,223.6067977,2015,1,6,2015,8,22
54989370,0,0,0,0,7,6,85789.7012195122,10012.8,33900.0,0,4,1294.0,3,201000.0,2,8,9,113,5,72049,223.6067977,2015,1,6,2015,11,21
59003122,0,0,0,0,12,10,108900.0,159.6,15569.0,0,4,1278.0,3,115000.0,2,8,5,99,3,72000,173.20508080000002,2015,1,5,2016,3,28
58986298,0,0,0,0,9,5,85789.7012195122,0.0,114500.0,0,5,1286.1657435613404,2,116000.0,2,15,5,110,4,510037,214.8441295,2015,1,5,2015,11,21
59004885,0,0,0,0,4,0,85789.7012195122,0.0,97000.0,1,4,1272.0,1,141000.0,2,8,5,110,3,151300,1.0,2015,1,5,2013,6,17
54986049,0,0,0,0,10,10,85789.7012195122,1364.4,50411.0,0,7,1268.0,1,379000.0,2,11,-1,108,5,151304,389.0372733,2015,1,5,2016,10,2
54986125,0,0,0,0,10,10,85789.7012195122,-66.0,40073.0,0,7,1266.0,1,111000.0,2,11,-1,79,5,60026,1.0,2015,1,5,2016,2,14
54986851,0,0,0,0,4,0,85789.7012195122,0.0,100500.0,1,7,1286.1657435613404,2,89000.0,2,11,9,80,5,72001,243.1666095,2015,1,5,2015,7,19
58994607,0,0,0,0,11,6,85789.7012195122,0.0,34000.0,0,7,1378.0,3,78000.0,1,11,5,100,3,60017,173.20508080000002,2015,1,5,2015,12,19
54983470,0,0,0,0,8,10,85789.7012195122,0.0,5473.0,0,5,1238.0,3,104000.0,2,15,7,110,4,450075,243.0370342,2015,1,4,2015,12,11
58988196,0,0,0,0,1,6,85789.7012195122,0.0,31790.0,0,5,1289.0,1,173000.0,2,15,5,112,3,350702,200.0,2015,1,4,2015,11,21
54991492,0,0,0,0,7,13,85789.7012195122,60440.4,60500.0,1,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002,2015,1,4,2015,9,22
58991753,0,0,0,0,11,6,85789.7012195122,0.0,19000.0,0,7,1288.0,1,119000.0,2,11,5,85,5,60031,187.08286930000003,2015,1,4,2015,12,19
58984371,0,0,0,0,7,10,85789.7012195122,1988.4,2157.0,0,5,1264.0,3,126000.0,2,15,5,113,4,72000,1.0,2015,1,4,2015,9,21
59002170,0,0,0,0,12,6,85789.7012195122,3381.6,25990.0,0,4,1256.0,3,141000.0,2,8,5,84,3,60031,223.6067977,2015,1,4,2016,2,27
59002170,0,0,0,0,13,10,55000.0,54009.6,55550.0,0,4,1256.0,3,141000.0,2,8,5,84,3,60031,223.6067977,2015,1,3,2016,11,3
54986167,0,0,0,0,10,7,85789.7012195122,143600.4,180500.0,0,7,1256.0,3,130000.0,1,11,9,105,5,60058,187.08286930000003,2015,1,3,2015,1,12
59000101,0,0,0,0,10,10,85789.7012195122,20972.4,42735.0,1,4,1223.0,3,50000.0,2,8,5,110,4,72000,173.20508080000002,2015,1,3,2015,11,17
54984134,0,0,0,0,10,5,85789.7012195122,544650.0,500500.0,1,5,1230.0,3,35000.0,2,15,5,112,5,60057,1.0,2015,1,3,2015,12,26
54986167,0,0,0,0,4,7,85789.7012195122,0.0,70500.0,0,7,1256.0,3,130000.0,1,11,9,105,5,60058,187.08286930000003,2015,1,3,2015,6,14
54989257,0,0,0,0,11,10,73700.0,71998.8,67589.0,1,4,1242.0,3,56000.0,2,8,-1,85,5,330007,1.0,2015,1,2,2015,12,13
54988391,0,0,0,0,15,10,85789.7012195122,10860.0,23051.0,0,7,1204.0,3,71000.0,2,11,5,110,3,151300,200.0,2015,1,2,2016,4,16
58982511,0,0,0,0,9,0,85789.7012195122,300.0,3500.0,0,5,1286.1657435613404,2,160000.0,2,15,-1,85,5,450043,200.0,2015,1,2,2015,3,13
58990724,0,0,0,0,10,6,85789.7012195122,0.0,10900.0,0,7,1278.0,3,71000.0,2,11,1,111,3,60019,316.22776600000003,2015,1,2,2015,9,21
58982511,0,0,0,0,9,6,85789.7012195122,7594.8,21599.0,0,5,1286.1657435613404,2,160000.0,2,15,-1,85,5,450043,200.0,2015,1,2,2015,9,21
58990862,0,0,0,0,12,5,85789.7012195122,185461.2,184055.0,0,7,1298.0,1,110000.0,2,11,-1,101,5,72001,1.0,2015,1,2,2015,11,20
59003949,0,0,0,0,14,10,85789.7012195122,11154.0,27801.0,0,4,1253.0,1,468000.0,2,8,5,81,5,60016,204.9390153,2015,1,1,2016,2,19
58984589,0,0,0,0,11,2,85789.7012195122,1698462.0,1600500.0,0,5,1232.0,3,89000.0,2,15,9,112,4,72000,200.0,2014,12,31,2015,10,27
59004284,0,0,0,0,1,6,85789.7012195122,0.0,37500.0,0,4,1316.0,1,143000.0,2,8,5,77,3,60061,1.0,2014,12,31,2015,10,22
58991580,0,0,0,0,9,6,85789.7012195122,0.0,19770.0,0,7,1252.0,3,103000.0,1,11,5,102,5,60095,173.20508080000002,2014,12,31,2015,7,24
58992063,1,0,0,6,3,10,55000.0,0.0,3315.0,0,7,1138.0,3,88000.0,2,11,-1,107,4,450081,158.11388300000002,2014,12,30,2013,6,17
54987807,0,0,0,0,11,6,85789.7012195122,0.0,19900.0,0,7,1228.0,3,64000.0,2,11,5,76,3,60005,212.1320344,2014,12,30,2015,7,24
54985410,0,0,0,0,1,6,85789.7012195122,25200.0,32000.0,0,7,1304.0,3,290000.0,2,11,5,111,4,60000,310.3836336,2014,12,30,2014,12,31
54986113,0,0,0,0,4,6,85789.7012195122,0.0,16700.0,0,7,1343.0,1,157000.0,2,11,-1,103,5,72000,1.0,2014,12,30,2015,8,24
59004141,0,0,0,0,15,10,85789.7012195122,2742.0,12150.0,0,4,1316.0,1,127000.0,2,8,-1,95,5,330013,1.0,2014,12,30,2016,3,19
58998578,0,0,0,0,12,1,85789.7012195122,520650.0,500500.0,0,4,1192.0,3,50000.0,2,8,5,106,5,60090,1.0,2014,12,30,2015,11,25
54985624,1,1,0,63,9,2,85789.7012195122,1853347.2,1600500.0,0,7,1332.0,3,98000.0,2,11,5,107,5,60033,262.12783140000005,2014,12,29,2015,1,11
54985076,0,0,0,0,9,10,85789.7012195122,870.0,20153.0,1,7,1366.0,3,143000.0,2,11,5,83,3,60011,202.4845673,2014,12,29,2015,9,9
59002145,0,0,0,0,14,10,85789.7012195122,8721.6,46006.0,0,4,1358.0,3,162000.0,2,8,5,110,4,72001,1.0,2014,12,29,2016,4,3
58985909,0,0,0,0,11,10,116600.0,114518.4,113011.0,0,5,1256.0,3,128000.0,2,15,5,114,4,510065,167.33200530000002,2014,12,27,2016,3,1
59004779,0,0,0,0,12,6,85789.7012195122,0.0,66701.0,0,4,1277.0,1,113000.0,2,8,-1,100,3,341759,207.17384,2014,12,27,2015,9,18
58998147,0,0,0,0,11,10,85789.7012195122,6318.0,26167.0,0,4,1296.0,3,94000.0,2,8,9,114,4,60058,1.0,2014,12,27,2015,11,23
58996112,0,0,0,0,1,6,85789.7012195122,0.0,21500.0,0,7,1248.0,3,76000.0,2,11,5,95,3,72000,200.0,2014,12,27,2015,8,24
58991389,0,0,0,0,1,6,85789.7012195122,0.0,40851.0,0,7,1366.0,3,84000.0,2,11,5,100,3,60023,1.0,2014,12,27,2015,8,24
58994744,0,0,0,0,14,5,85789.7012195122,211982.4,210500.0,1,7,1332.0,1,141000.0,2,11,5,109,5,72412,1.0,2014,12,27,2016,2,21
54986167,0,0,0,0,12,13,85789.7012195122,25468.8,39500.0,0,7,1256.0,3,130000.0,1,11,9,105,5,60058,187.08286930000003,2014,12,27,2015,11,21
58989171,0,0,0,0,2,10,85789.7012195122,-1.2,10789.0,0,7,1289.0,3,305000.0,1,11,5,110,5,60033,236.6431913,2014,12,27,2015,9,2
58991580,0,0,0,0,13,6,85789.7012195122,2644.8,20400.0,0,7,1252.0,3,103000.0,1,11,5,102,5,60095,173.20508080000002,2014,12,27,2015,12,22
58986727,0,0,0,0,15,10,112200.0,95124.0,94930.0,1,5,1214.0,3,68000.0,2,15,5,92,3,550044,173.20508080000002,2014,12,26,2016,2,20
54983411,0,0,0,0,12,10,96800.0,66190.8,80063.0,0,5,1286.1657435613404,3,35000.0,2,15,9,113,4,72000,226.508278,2014,12,26,2015,11,20
59003138,0,0,0,0,15,10,27500.0,17472.0,22461.0,0,4,1286.1657435613404,2,45000.0,2,8,9,114,4,60064,173.20508080000002,2014,12,26,2016,2,26
58985486,0,0,0,0,11,10,85789.7012195122,56739.6,48776.0,0,5,1298.0,3,149000.0,2,15,5,112,5,510069,222.5511177,2014,12,26,2015,11,17
58998938,0,0,0,0,12,6,85789.7012195122,0.0,30500.0,0,4,1397.0,3,191000.0,2,8,9,114,4,72000,300.4080558,2014,12,26,2015,10,22
58991389,0,0,0,0,1,6,85789.7012195122,0.0,29600.0,0,7,1366.0,3,84000.0,2,11,5,100,3,60023,1.0,2014,12,24,2015,8,24
54992408,0,0,0,0,12,7,85789.7012195122,0.0,126300.0,0,4,1314.0,1,53000.0,2,8,5,103,5,151300,187.5393292,2014,12,24,2015,12,16
